Copyright © 2007 Nokia. All rights reserved.
This document is confidential information of Nokia.
Nokia operates a policy of continuous development.
The information which this document contains reflects our understanding at the time when presented.
Nokia reserves the right to revise this document or withdraw it at any time
without prior notice and states no obligation to update the data included in this document.
The contents of this document are provided "AS IS". 
Name,Description,RequirementID,Runtime variation name,Runtime variation ID
__S60_FM_RADIO_APPLICATION,"Device contains Series 60 FM Radio application components.",,KFeatureIdS60FmRadioApplication,1539
__SAP_APPLICATION_MANAGEMENT,"Feature flag for Sync and Provisioning/Application management","101-13725: TARM Feature Pack",KFeatureIdSapApplicationManagement,1576
__SAP_DEVICE_LOCK_ENHANCEMENTS,"Feature flag for Sync and Provisioning/Device Lock Enhancements","101-13725: TARM Feature Pack",KFeatureIdSapDeviceLockEnhancements,1611
__SAP_EMBEDDED_LINK_ADAPTER,"Feature flag for Sync and Provisioning/Embedded Link adapter","101-13725: TARM Feature Pack",KFeatureIdSapEmbeddedLinkAdapter,1569
__SAP_IDLE_SOFTKEY_ADAPTER,"Feature flag for Sync and Provisioning/Idle Softkey adapter","101-13725: TARM Feature Pack",KFeatureIdSapIdleSoftkeyAdapter,1570
__SAP_OPERATOR_LOGO_ADAPTER,"Feature flag for Sync and Provisioning/Operator logo adapter","101-13725: TARM Feature Pack",KFeatureIdSapOperatorLogoAdapter,1571
__SAP_POLICY_MANAGEMENT,"Feature flag for Sync and Provisioning/Policy management","101-13725: TARM Feature Pack",KFeatureIdSapPolicyManagement,1578
__SAP_SCREENSAVER_ADAPTER,"Feature flag for Sync and Provisioning/Screensaver adapter","101-13725: TARM Feature Pack",KFeatureIdSapScreensaverAdapter,1572
__SAP_STARTUP_ADAPTER,"Feature flag for Sync and Provisioning/Startup adapter","101-13725: TARM Feature Pack",KFeatureIdSapStartupAdapter,1573
__SAP_TERMINAL_CONTROL_FW,"Feature flag for Sync and Provisioning/Terminal control","101-13725: TARM Feature Pack",KFeatureIdSapTerminalControlFw,1577
__SAP_THEMES_ADAPTER,"Feature flag for Sync and Provisioning/Themes adapter","101-13725: TARM Feature Pack",KFeatureIdSapThemesAdapter,1574
__SAP_UI_SETTING_SERVER,"Feature flag for Sync and Provisioning/UI settins server","101-13725: TARM Feature Pack",KFeatureIdSapUiSettingServer,1579
__SAP_WALLPAPER_ADAPTER,"Feature flag for Sync and Provisioning/Wallpaper adapter","101-13725: TARM Feature Pack",KFeatureIdSapWallpaperAdapter,1575
__SAT_BIP,"""This flag constitutes of five SAT commands: Open Channel, Close Channel, Send Data, Receive Data, Channel Status. They implement the """"e"""" class of SAT commands and are related to Bearer Independent Protocol. When this flag is enabled, these SAT commands are supported.""",,KFeatureIdSatBip,1542
__SAT_CALL_CONTROL,"""When this flag is enabled and call control service is activated by the SIM, all dialled digit strings, supplementary service (SS) control strings and unstructured supplementary data (USSD) strings are first passed to the SIM before the ME sets up the call, the supplementary service operation or the USSD operation.""",,KFeatureIdSatCallControl,1541
__SAT_DISPLAY_TEXT,"""If this flag is enabled, SIM can request ME to display a text message, and/or an icon.""",,KFeatureIdSatDisplayText,1543
__SAT_GET_INKEY,"""If this flag is enabled, SAT Get Inkey command instructs the ME to display text and/or an icon and to expect the user to enter a single character. """,,KFeatureIdSatGetInkey,1544
__SAT_GET_INPUT,"""If this flag is enabled, SAT Get Input command instructs the ME to display text and/or an icon and that any response string entered by the user shall be passed transparently by the ME to the SIM and shall not be stored in the ME. """,,KFeatureIdSatGetInput,1545
__SAT_LANGUAGE_NOTIFICATION,"""If this flag is enabled, the SIM shall use SAT Language Notification command to notify the ME about the language currently used for any text string within proactive commands or envelope command responses.""",,KFeatureIdSatLanguageNotification,1546
__SAT_LAUNCH_BROWSER,"""If this flag is enabled, upon receiving SAT Launch Browser command, the ME shall decide if it is able to execute the command. See details from 3GPP specifications.""",,KFeatureIdSatLaunchBrowser,1547
__SAT_MO_SM_CONTROL,"""When this flag is enabled, mobile originated short messages are controlled by SIM.""",,KFeatureIdSatMoSmControl,1548
__SAT_PLAY_TONE,"""When this flag is enabled, SIM can instruct the ME to play an audio tone.""",,KFeatureIdSatPlayTone,1549
__SAT_PROVIDE_LOCAL_INFO,"""If this flag is enabled, SIM can request ME to provide current local information to the SIM.""",,KFeatureIdSatProvideLocalInfo,1550
__SAT_REFRESH,"""When this flag is enabled, clients of SAT Refresh API are enabled to be notified of the changes to the SIM configuration that have occurred as the result of a SIM application activity.""",,KFeatureIdSatRefresh,1551
__SAT_SELECT_ITEM,"""If this flag is enabled, the SIM shall supply a set of items to the ME from which the user may choose one. """,,KFeatureIdSatSelectItem,1552
__SAT_SEND_DTMF,"""When this flag is enabled, SAT Send DTMF command requests the ME to send a Dual Tone Multiple Frequency (DTMF) string after a call has been successfully established either by the proactive command SET UP CALL or the user. """,,KFeatureIdSatSendDtfm,1553
__SAT_SEND_SM,"""When this flag is enabled, SMS commands may be sent by the SIM. See details from 3GPP specification.""",,KFeatureIdSatSendSm,1554
__SAT_SEND_SS,"""When this flag is enabled and SIM requests ME to send supplementary service (SS) command, the ME shall decide if it is able to execute the command. See details from 3GPP specification.""",,KFeatureIdSatSendSs,1555
__SAT_SEND_USSD,"""When this flag is enabled and SIM requests ME to send unstructured supplementary service data (USSD), the ME shall decide if it is able to execute the command. See details from 3GPP specification.""",,KFeatureIdSatSendUssd,1556
__SAT_SETUP_CALL,"""When this flag is enabled and SIM requests ME to set up a call, the ME shall decide if it able to execute the command.""",,KFeatureIdSatSetupCall,1557
__SAT_SET_UP_EVENT_LIST,"""If this flag is enabled, the SIM shall supply a set of events. """,,KFeatureIdSatSetUpEventList,1558
__SAT_SET_UP_IDLE_MODE_TEXT,"""If this flag is enabled, the SIM shall supply a text string, which shall be displayed by the ME as an idle mode text if the ME is able to do it. """,,KFeatureIdSatSetUpIdleModeText,1559
__SAT_SET_UP_MENU,"""When this flag is enabled, the SIM shall supply a set of menu items, which shall be integrated with the menu system in order to give the user the opportunity to choose one of these menu items at his own discretion.""",,KFeatureIdSatSetUpMenu,1560
__SCALABLE_ICONS,"""Flag defines whether icons are taken from scalable icons directory or from bitmap icon directory. In a 176*208 device it is better to use bitmap icons instead of SVGT icons, for both performance and memory consumption reasons.And also, avkon's bitmap icons are still needed in release 2.8 for compatibility mode. (SDK applications may have loaded them directly via CFbsBitmap::Load).""",,KFeatureIdScalableIcons,1129
__SDND,"Device supports Speaker Dependent Name Dialling (SIND). That is an ability to voice-dial to a contact in the phone book by training a voice tag for the contact.",,KFeatureIdSdnd,283
__SEAMLESS_LINKS,"""Device support seamless links, i.e. application offer direct browser links to download services applicable to the application.""",100-3147,KFeatureIdSeamlessLinks,1074
__SECURE_HW,"Device supports secure HW that can be used through the Secure Environment API.",,KFeatureIdSecureHW,94
__SENDUI_MMS_UPLOAD,"Flag is used to incorporate MMS upload feature into the release.","101-6860 MMS Upload application",KFeatureIdSenduiMmsUpload,1135
__SEND_FILE_IN_CALL,"Device supports sending a file to active call number.",,KFeatureIdSendFileInCall,1087
__SERIES60_,"Deprecated but included for compatibility reasons. Indicates that S60 release is built.",,,
__SERIES60_32__,"Deprecated but included for compatibility reasons. Indicates that S60 release 3.2  is built.",,,
__SERIES60_AMBIENT_LIGHT_SENSOR,"Device has Ambient Light Sensor feature.","""TSW error SVAO-6EYF2L: Brightness slider appears in display settings-menu, when Light sensor slider is set to """"Dark""""""",KFeatureIdAmbientLightSensor,1529
__SERIES60_HELP,"Device support context helps in applications.",,KFeatureIdHelp,1012
__SERIES60_KEYPAD_NO_SLIDER,"Device does not have a keyboard slider to activate keyboard.",,KFeatureIdKeypadNoSlider,1013
__SERIES60_KEYPAD_NO_VOICE_KEY,"Device does not have a separate voice key to activate voice command functionality.",,KFeatureIdKeypadNoVoiceKey,1014
__SERIES60_MIDI,"Device supports Musical Instrument Digital Interface (MIDI) sounds.",20014,KFeatureIdMidi,1011
__SERIES60_MMC,"Deprecated flag. Included for compatibility reasons. Value must equal to __MMC.",,,
__SERIES60_NATIVE_BROWSER,"Device includes standard Series 60 browser.",,KFeatureIdSeries60NativeBrowser,168
__SERIES60_PHONE_2DIGIT_DIAL,"Phone application supports 2 digit call number for dialing customer service number. Applicable to devices targeted to United States (US) markets",20287,KFeatureIdPhone2DigitDial,1033
__SERIES60_PHONE_CNAP,"Device supports Calling Name Presentation (CNAP) as defined in GSM 2.96. B subscriber is able to see A subscriber's number and name even the caller's ID is not stored in the phone. The name of the subscriber comes from network.",20028,KFeatureIdPhoneCnap,1031
__SERIES60_PHONE_NUMBER_GROUPING,"Deprecated flag. Included for compatibility reasons. Value must equal to __PHONE_NUMBER_GROUPING",,,
__SERIES60_PHONE_TTY,"Device supports Tele Type (TTY) functionality.  TTY is also referred to as TDD (Telecommunication Device for the Deaf). Applicable to devices targeted to United States (US) markets. ",20040,KFeatureIdPhoneTty,1032
__SERIES60_PUSH_SL,"Device supports WAP Push Service Loading (SL). When receiving the SL message the terminal will automatically load content to client without user confirmation. The SL together with SI (Service Indication) offer standard way of receiving notifications of services in the Internet e.g news.",100-2794,KFeatureIdPushSL,1054
__SERIES60_PUSH_SP,"Device support WAP Simple Push (SP).  The SP is a standard way of pushing content into device e.g ringing tones.",,KFeatureIdPushSP,1055
__SERIES60_REAL_PLAYER,"Device has Real One Player application available",22142,KFeatureIdRealPlayer,1040
__SERIES60_SETTINGS_PROTECTION,"""Devices protects certain SW settings, like Internet access points. Operators can preset the phones already in the factory so that later user is not able to modify settings.""",20021,KFeatureIdSettingsProtection,1050
__SHOW_PANICS,"Device shows SW panic note when an application panic (unexpected error) occurs. Disabling this feature in a final product is recommended.",-,KFeatureIdShowPanics,1075
__SIDE_VOLUME_KEYS,"Device supports side volume keys.",102-607,KFeatureIdSideVolumeKeys,207
__SIMCARD,"""Device supports SIM card in the user interface applications, e.g. SMS application. Applicable only to CDMA devices. Some CDMA carriers do not support SIM Cards (and either R-UIM cards) such as Sprint.""",,KFeatureIdSimCard,88
__SIMPLE_LOGS,"""Device uses only """"simple"""" logs (call logs only)""",,KFeatureIdSimpleLogs,1089
__SIM_CERTIFICATES,"Device supports reading certificates from SIM.",,KFeatureIdSimCertificates,25
__SIM_PHONEBOOK_MATCH,"Number matching from SIM. Feature enables the usage of SIM phonebook in addition to Symbian Contacts database. ","""Caliberi ID:EMFR63206, Number matching from SIM""",KFeatureIdSimPhonebookMatch,292
__SIND,"Device supports Speaker Independent Name Dialling (SIND). That is an ability to voice-dial to any contact in the phone book without first training a voice tag.","""107-439: Speaker-Independent Name Dialing, Voice Commands and Text-To-Speech""",KFeatureIdSind,72
__SIP_SIMPLE_PRESENCE_PROTOCOL,"This flag is used to control the existance of SIP/SIMPLE feature in S60.","107-5298: File Sharing; 107-12855: Symbian File Extension",KFeatureIdSipSimplePresenceProtocol,1635
__SLIDESHOW_SCREENSAVER,"Flag controls whether the slideshow screensaver plugin is included or not. Also affects Themes (Psln) and Screensaver AIW provider.","107-19602: Slide show screensaver",KFeatureIdSlideshowScreensaver,1676
__SMARTMSG_SMS_BOOKMARK_RECEIVING,"Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSBookmarkReceiving,1106
__SMARTMSG_SMS_GMS_MESSAGE_RECEIVING,"Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSGmsMessageReceiving,1112
"__SMARTMSG_SMS_GMS_MESSAGE_SENDING_SUPPORTED ","Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSGmsMessageSendingSupported,1113
__SMARTMSG_SMS_IAP_SETTINGS_RECEIVING,"Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSIapSettingsReceiving,1108
__SMARTMSG_SMS_OPERATOR_LOGO_RECEIVING,"Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSOperatorLogoReceiving,1110
__SMARTMSG_SMS_RINGING_TONE_RECEIVING,"Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSRingingToneReceiving,1111
__SMARTMSG_SMS_VCAL_RECEIVING,"Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSVcalReceiving,1114
__SMARTMSG_SMS_VCAL_SENDING,"Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSVcalSending,1116
__SMARTMSG_SMS_VCARD_RECEIVING,"Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSVcardReceiving,1115
__SMARTMSG_SMS_VCARD_SENDING,"Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSVcardSending,1117
__SMARTMSG_SMS_WAP_AP_RECEIVING,"Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSWapApReceiving,1107
__SMARTMSG_SMS_WV_SETTINGS_RECEIVING,"Device supports the specified fine-tuning of Smart Messaging over SMS.",,KFeatureIdSmartmsgSMSWvSettingsReceiving,1109
__SMART_CARD_PROV,"Device supports reading OMA Provisioning files from SIM/WIM.",,KFeatureIdSmartCardProv,27
__SMIL_EDITOR,"""MMS editor supports slide set creation (MMS Conformant Document version 2.0.0 [2]). That allows end user to create a ?slide show? as a Multimedia Message (MM) using a slide template. """,20173,KFeatureIdSmilEditor,1073
__SMIL_STREAMING,"Device supports streaming in SMIL content",,KFeatureIdSmilStreaming,78
__SRCS,"Devices uses Short Range Connectivity Server technology for PC connectivity.  If this feature is on the alternative feature __MROUTER shall be off",,KFeatureIdSrcs,17
__SSO,"Device supports Single-Sign-On (SSO) feature (alias name is Mobile Personality identify). The feature is used to make user authentication easier to end user who is using e-commerce service via Wallet.","""for S60 requirement ID: 100-8421 for S90 requirement ID: 100-5982""",KFeatureIdSSO,28
__STEREO_WIDENING_EFFECT_UI,"Device supports stereo widening to enhance the stereo surround effect.","107-11621: Stereo Widening and bass boost UI in Music Player",KFeatureIdStereoWideningEffectUi,1674
__SUPL_FRAMEWORK,"Device has Secure User Plane Location (SUPL) Framework.",107-11387,KFeatureIdSuplFramework,1583
__SUPPORTED_FEATURE1,"This feature will always be on (for testing purposes)",,KFeatureIdSupportedFeature1,1000
__SUPPORTED_FEATURE2,"This feature will always be on (for testing purposes)",,KFeatureIdSupportedFeature2,1002
__SVGT,"Device supports Scalable Vector Graphics - Tiny (SVGT) file format. The feature enables viewing 2D vector graphics animations specified by the W3C.",,KFeatureIdSvgt,77
__SVGT_SCREENSAVER_PLUGIN,"SVG-T ScreenSaver is a ECOM plugin DLL based on the Netscape plugin API. This is used by the screensaver application to support SVG Screensavers.","106-813: Replacing native browser",KFeatureIdSvgtScreensaverPlugin,1647
__SVGT_VIEWER,"SVG-T viewer is included in the build.",,KFeatureIdSvgtViewer,1139
__SYNCML_DM,"Device supports SyncML device management standard. This feature enables Over The Air (OTA) administration of the device settings.",,KFeatureIdSyncMlDm,41
__SYNCML_DM_1_1_2,"SyncML protocol version  1.1.2","101-32827 :MEGA-OP GAP: OMA DM 1.2 support",KFeatureIdSyncMlDm112,1695
__SYNCML_DM_DIAGNOSTICS,"This feature enables collection of device diagnostics data and sending it to Device Management server or to PC Suite.","107-22052: Terminal Diagnostics: Phone Doctor and Diagnostics MO",KFeatureIdSyncMlDmDiagnostics,1681
__SYNCML_DM_DS,"Device supports configuring data synchronisation settings using the SyncML.",,KFeatureIdSyncMlDmDs,47
__SYNCML_DM_EMAIL,"Device supports configuring Email settings using the SyncML.",,KFeatureIdSyncMlDmEmail,49
__SYNCML_DM_FOTA,"Device supports OTA firmware update.","107-352 OTA Firmware update",KFeatureIdSyncMlDmFota,58
__SYNCML_DM_IAP,"Device supports configuring Internet Access Points (IAP) using the SyncML.",,KFeatureIdSyncMlDmIAP,48
__SYNCML_DM_IMPS,"Device supports configuring IMPS using SyncML.",,KFeatureIdSyncMlDmImps,57
__SYNCML_DM_MMS,"Device supports configuring MMS settings using the SyncML.",,KFeatureIdSyncMlDmMMS,50
__SYNCML_DM_OBEX,"Device supports device management over OBEX.",,KFeatureIdSyncMlDmObex,54
__SYNCML_DM_OTA,"SyncML DM OMA provisioning adapter.","101-34922: OMA CP adapter for OMA DM to be made configurable",KFeatureIdSyncMlDmOta,1679
__SYNCML_DM_SIP,"Device supports configuring SIP settings using SyncML.","107-5479: VoIP: OMA CP/DM for SIP",KFeatureIdSyncMlDmSIP,60
__SYNCML_DM_STREAMING,"Device supports configuring Streaming using SyncML.",,KFeatureIdSyncMlDmStreaming,56
__SYNCML_DM_VOIP,"Device supports configuring VoIP settings using SyncML.","107-7027: VoIP: OMA CP/DM for VoIP",KFeatureIdSyncMlDmVoIP,59
__SYNCML_DM_WLAN,"Device management WLAN settings supported.",,KFeatureIdSyncMlDmWlan,55
__SYNCML_DS,"Device supports SyncML data synchronization standard. This feature enables Over The Air (OTA) synchronisation of device data.",,KFeatureIdSyncMlDs,42
__SYNCML_DS_AIW_PROVIDER,"SyncML AIW provider provides menu items and commands for starting and editing the settings of synchronization directly from PIM applications.",,KFeatureIdSyncMlDsAiwProvider,1516
__SYNCML_DS_ALERT,"Device supports SyncML data synchronisation alert. This feature enables triggering data synchronisation via the alert sent by SyncML server.",,KFeatureIdSyncMlDsAlert,52
__SYNCML_DS_BOOKMARK,"Device supports Bookmark data synchronization using the SyncML.","""403-1687: Platformize existing PC-suite adapters403-2104: Platformize existing PC-suite adapters""",KFeatureIdSyncMlDsBookmark,1706
__SYNCML_DS_CAL,"Device supports calendar data synchronization using the SyncML.",,KFeatureIdSyncMlDsCal,46
__SYNCML_DS_CON,"Device supports contacts data synchronization using the SyncML.",,KFeatureIdSyncMlDsCon,45
__SYNCML_DS_EMAIL,"Device supports Email data synchronization using the SyncML.",,KFeatureIdSyncMlDsEmail,44
__SYNCML_DS_EMAIL_FILTERING,"Device supports filtering of Email data in  SyncML synchronization.",,KFeatureIdSyncMlDsEmailFiltering,113
__SYNCML_DS_MMS,"Device supports MMS data synchronisation using the SyncML.",,KFeatureIdSyncMlDsMMS,43
__SYNCML_DS_NOTEPAD,"Device supports short memos (notes) data synchronisation using the SyncML.",,KFeatureIdSyncMlDsNotepad,53
__SYNCML_DS_OVER_HTTP,"Device supports data synchronization over HTTP.","101-9950: Charlie i-mode:DCM: Removing of remote data synchronization",KFeatureIdSyncMlDsOverHttp,1414
__SYNCML_DS_SMS,"Device supports SMS synchronisation using the SyncML.","101-14675: PC Suite: Text message support for Symbian OS",KFeatureIdSyncMlDsSms,1599
__SYNCML_ISYNC,"Device supports Apple iSync profile","101-36373: Apple iSync profile addition 101-26221 Apple iSync plug-in development",KFeatureIdSyncMlIsync,1680
__SYNCML_OBEX,"Device supports SyncML over OBEX. This feature enables device management and data synchronisation over local connectivity.",,KFeatureIdSyncMlObex,51
__SYNCML_TWIN_SUITE,"Feature flag for the next generation PC Suite.","101-27411: TWIN sync profile to be integrated into ROM",KFeatureIdSyncMlTwinSuite,1675
__TELEPHONY_SERVICE,"This flag is used when telephony service provides its functionality also to external subsystems.","101-4941: S60 telephony functionality support for Cover UI development",KFeatureIdTelephonyService,1137
__TV_OUT,"TV-Out Settings UI","105-414: TV-Out Settings UI",KFeatureIdTvOut,1540
__UI_TRANSITION_EFFECTS,"Defines whether transition effects are used in UI. Also controls whether the effect engine is included in ROM or not.","""107-20718: UI effects, phase 1""",KFeatureIdUiTransitionEffects,1638
__UI_ZOOM,"This feature activates the zooming support in Series 60 UI.","107-5305: Zooming support in Series 60",KFeatureIdUiZoom,1631
__UPIN,"Enables UPIN functionality.","TSW error ERWG-6JSBW2  - USIM card codes: There is no 'Code in use' item in Phone and SIM settings.",KFeatureIdUpin,1612
__UPNP_AVCP,"Flag enables support of Audio&Video in UPnP stack. ",,KFeatureIdUpnpAvcp,1533
__UPNP_MEDIASERVER,"Flag enables support of Media Server in UPnP stack. ",,KFeatureIdUpnpMediaserver,1661
__UPNP_PRINT_FRAMEWORK,"Flag enables support of printing in UPnP stack.",,KFeatureIdUpnpPrintFramework,1535
__UPNP_REMOTE_STORAGE,"Flag that enables support of remotestorage support and mapping of drives. ",,KFeatureIdUpnpRemoteStorage,1536
__UPNP_STACK,"This feature enables controlling and accessing other deveices via UPnP protocol. ","107-10988: UPnP Framework for S60",KFeatureIdUpnpStack,1528
__USB,"Device supports Universal Serial Bus (USB).",,KFeatureIdUsb,13
__USB_DEVICE_LOCK,"Device supports USB device lock functionality.",,KFeatureIdUsbDeviceLock,1140
__USB_MULTIPERSONALITY,"Enables multipersonality support in USB",,KFeatureIdUsbMultiPersonality,1534
__USB_PICTBRIDGE,"Includes and excludes components used in PictBridge printing.","""101-5605 """"USB PictBridge: Image Printing over USB""""""",KFeatureIdUsbPictbridge,1531
__USB_PICTBRIDGE_UI,"Includes and excludes UI components used in PictBridge printing","""101-5605 """"USB PictBridge: Image Printing over USB""""""",KFeatureIdUsbPictbridgeUi,1566
__USB_PTP,"Includes and excludes PTP (Picture Transfer Protocol) components.","""101-5605 """"USB PictBridge: Image Printing over USB""""""",KFeatureIdUsbPtp,1532
__USB_REMOTE_PERSONALITY,"Includes and excludes S60 USB Remote Personality component.","107-21488: S60 support for USB mode switching",KFeatureIdUsbRemotePersonality,1690
__USB_STREAMING,"Video telephony requires USB camera connection. USB streaming interface provides fast USB data transfer and control interface for imaging componet using the camera.",101-1673,KFeatureIdUsbStreaming,221
__USER_CONFIGURABLE_USSD_MENU,"Device supports user-configurable USSD menu.",,KFeatureIdUserConfigurableUssdMenu,1501
__USE_AAC_CMMFCODEC,"AAC codec controller plug-in uses CMMFCodec (all-ARM software implementation) instead of using the codec through HWDevice.",,KFeatureIdUseAacCMMFCodec,286
__USE_AMR_NB_CMMFCODEC,"AMR NB codec controller plug-in uses CMMFCodec (all-ARM software implementation) instead of using the codec through HWDevice.",,KFeatureIdUseAmrNbCMMFCodec,284
__USE_AMR_WB_CMMFCODEC,"AMR WB codec controller plug-in uses CMMFCodec (all-ARM software implementation) instead of using the codec through HWDevice.",,KFeatureIdUseAmrWbCMMFCodec,285
__USE_DRMENGINE_IN_CCP,"Device uses DRM in closed content policy which prevents sending that content out of device which has the configured MIME type. ",,KFeatureIdUseDrmEngineInCcp,92
__USE_EAACPLUS_CMMFCODEC,"This flag is used to configure the AudioControllerPluginsVariant to use the either the soft codec (if #defined)  or the HW codec (if #undefed).",,KFeatureIdUseEaacplusCmmfCodec,1522
__USE_MP3_CMMFCODEC,"MP3 codec controller plug-in uses CMMFCodec (all-ARM software implementation) instead of using the codec through HWDevice.",,KFeatureIdUseMp3CMMFCodec,287
__USE_QCELP_CMMFCODEC,"QCELP codec controller plug-in uses CMMFCodec (all-ARM software implementation) instead of using the codec through HWDevice.",,KFeatureIdUseQcelpCMMFCodec,288
__USSD,"Device supports Unstructured Suppelementary Service Data (USSB).",,KFeatureIdUSSD,1091
__VFP_HW_SUPPORT,"The device supports for vector floating-point (VFP) architecture","101-32243 VFP support for OpenVG 1.0 SW adaptation ; 101-19648 Floating-point support for SVG-T Engine",KFeatureIdVfpHwSupport,1669
__VIBRA,"Indicates whether a device has a vibra support.",,KFeatureIdVibra,411
__VIDEOCALL_MENU_VISIBILITY,"This flag moves video call menus to upper layer for better visibility and usability.","101-15010: Improve videocall visibility in S60 UI",KFeatureIdVideocallMenuVisibility,1519
__VIDEO_CENTER_SUPPORTED,"Device supports Video Center application.","102-6138: MTP: Support for Music Synchronization for S60 3.1 products 101-36552: MTP: Maturation of Music Synchronization for S60 3.2 products",KFeatureIdVideoCenterSupported,1698
__VIDEO_MENU,"Support for Video services application. Used in deciding whether the video services application  is taken in.","102-3271: Browser: Video Plugin",KFeatureIdVideoMenu,1634
__VIDEO_RECORDER,"Device has Video Recorder (CamCorder) application available.",22141,KFeatureIdVideoRecorder,208
__VIRTUAL_KEYBOARD_INPUT,"Device supports Virtual keyboard input ( on-screen keyboard).","107-9245: ScaleII: Latin virtual keyboard",KFeatureIdVirtualKeyboardInput,1603
__VOIP,"VoIP is enabled in terminal when this flag is enabled.","""107-4955: Basic telephony, SIP telephony features, on-screen indicators.""",KFeatureIdCommonVoip,298
__WALLET,"""Device supports Wallet core functionality (Generic ECML Cards, Personal Notes and Access code)""",,KFeatureIdWallet,21
__WEB_WIDGETS,"This feature is used to turn ON/OFF widgets implementation. Widgets are small applications that use webtechnologies like HTML/CSS/JS.","102-5688: Widget Management",KFeatureIdWebWidgets,1691
__WIM,"Device supports WAP Wireless Identification Module (WIM).","101-2731: Security and Trust Services API JSR 177",KFeatureIdWim,24
__WINDOWS_MEDIA,"Device supports Windows Media. In other words it indicates whether WM-related components such as ASF-parser and codecs are in place.",,KFeatureIdWindowsMedia,1653
__WINDOWS_MEDIA_DRM,"Device supports Windows Media DRM. In other words it indicates whether WMDRM related components such as WMDRM MTP plugin and WMDRM PK are in place.",,KFeatureIdWindowsMediaDrm,1654
__WLAN_WEP256_ENABLED,"WLAN hardware supports 256 bit WEP encryption",,KFeatureIdWlanWep256Enabled,1530
__WMA,"Device supports playback of WMA audio files.","""103-2470: WMA playback support, 101-13753: WMA playback support for S60""",KFeatureIdWma,503
__WORLD_CLOCK,"Clock application supports World clock and City/country views",,KFeatureIdWorldClock,1098
__WSP,"Device uses WAP WSP protocol for browsing instead of the default HTTP protocol.",,KFeatureIdWsp,26
__XDM,"This flag is used to control the existance of the OMA XDM feature","102-1304: OMA PoC functionality in Series 60",KFeatureIdXdm,1523
__XDM_LOCALSTORAGE,"This flag is used to control the existence of the Local Storage protocol implementation of XDM","102-1304: OMA PoC functionality in Series 60",KFeatureIdXdmLocalStorage,1525
__XDM_XCAP,"This flag is used to control the existance of the XCAP protocol implementation of XDM","102-1304: OMA PoC functionality in Series 60",KFeatureIdXdmXcap,1524
__XSP_EXTENSION_MANAGER,"""xSP Extension Manager is API on top of the Phonebook2 UI Extension API to manage multiple xSP extensions and provide additional functionality (e.g. Sorting of xSP tabs, Accessing certain xSP view from external application and showing it to user).""","101-32923: VoIP Rel 2.2",KFeatureIdXspExtensionManager,1692
